velocity_x_m,velocity_y_m,velocity_z_m
7.701301198709821,-11.831230508913357,11.911957775618458
7.874195460194701,-12.159875800827619,11.650406084037298
8.512770979796908,-11.247716995399843,11.33553024392818
11.208129324577534,-10.080689968372818,9.606247648857346
12.039756634200856,-10.664203481886329,8.45339258547679
10.145228808036551,-13.581771049453897,7.876965053786512
6.010881576098758,-15.158486911938729,12.242845491607861
6.028680143019741,-15.882288752418008,12.70953390985887
7.797402642896417,-15.415162612641007,9.826568951034751
8.501135434604526,-16.208443680851264,8.327077342574315
4.053346034383308,-19.629517627659805,16.82419645718346
3.7593773471787495,-20.306397545854974,18.139783185794624
11.404171961996596,-17.082852130534977,5.571254927025401
15.99100364770589,-17.666365644048494,3.8419723319545676
10.850126367601053,-17.95516261264101,6.0628362441158785
13.90480614490824,-17.666365644048494,4.418399863644846
8.107288800596061,-18.33777707446827,7.108418113620019
4.006272707066798,-19.86016261264101,14.844879226926583
3.2443418579854573,-21.765162612641006,16.72674558038602
4.221033399169098,-25.252041319724167,10.182675180547625
7.512251970853444,-23.501500779183626,6.147682458715678
9.208662402311258,-21.15570913416095,5.726012008331663
10.941424930653397,-19.86016261264101,5.435547459629399
15.643318073768222,-18.059015109422695,4.0615136080662575
19.599986170583584,-16.9576535786054,3.3562543780494094
41.072059604907665,-17.201461284994586,1.4958342524252073
70.3875862478239,-16.065145495520902,0.9345758663057261
43.977158089591356,-16.065145495520902,1.4958342524252073
168.90116297801197,-16.76039817512293,0.36374523710454637
346.95766228116804,-16.206808431533187,-0.1831219083452045
34.57479481115978,-12.563138220744857,-2.311325727890603
39.17221275813984,-9.01014176486652,-2.917457635593959
15.088039763062246,-10.117321252046006,-6.745527653742214
17.112164533329068,-5.411110459263274,-10.578003118933383
48.22364637966159,-6.163616949530097,-3.1420620107140618
19.14494856499321,-9.516424539778136,-4.791737851105778
11.35099970499991,-13.448202741059454,-5.597352733956306
18.458217694868644,-13.907564443187113,-3.3284358538988292
104.88990486863347,-13.448202741059454,-0.6057355978298565
222.581953384113,-12.718240183954046,0.2955430051474439
95.67811541041809,-11.818656850620714,0.7398725608253663
57.58669828489609,-12.26844851728738,1.1842021165032888
35.38770510082723,-14.517406850620713,1.6285316721812115
74.87485293850526,-15.102357731220293,0.7247731208085222
177.10990594027373,-15.98358222101621,0.28951151524647567
187.44429142350052,-15.102357731220293,0.28951151524647567
34.16236166491654,-16.527510576595887,-1.4225042088616764
14.760923459553453,-17.391110576595885,-3.1287297026648986
12.089438405176299,-18.686510576595886,-3.5552860761157046
15.546984813485102,-19.11831057659589,-2.7021733292140935
321.8070286064251,-17.47344174176067,-0.14003440049927401
349.3524774618999,-16.095710576595884,-0.1428350885092595
16.388554495537146,-15.663910576595885,-3.1287297026648986
14.422287302953086,-15.663910576595885,-3.5552860761157046
13.668690004853783,-16.527510576595887,-3.5552860761157046
20.81141144271664,-16.959310576595886,-2.2756169557632875
23.70989933480312,-18.320108408427338,-1.8128044924632176
